,PC1,PC2,PC3,Distillery,Cluster
31,-1.661234349494937,1.161842801188781,1.1216568368865911,Edradour,3
32,1.4328907885076547,-0.6419839534437828,1.7728644673673069,GlenDeveronMacduff,2
33,-1.5177977977511015,-0.44399408746999514,0.6058773209426174,GlenElgin,0
34,1.188747421139141,-0.2832780122358962,-2.807738649131336,GlenGarioch,2
35,-1.0321775209588249,-1.2024611713801232,1.647056704236065,GlenGrant,0
36,-0.3860787437839943,0.1427466316367741,0.7517496072211407,GlenKeith,2
37,-1.9459471376971438,-0.6389436757577223,-1.4122182151319194,GlenMoray,0
38,-0.3757321431145494,0.4310965364180409,-0.7808124491441469,GlenOrd,3
39,1.3572130728542617,-0.390921933457541,1.3442024512857775,GlenScotia,2
40,-0.5009603199218089,-1.8689994745631804,1.48476695319464,GlenSpey,0
41,-1.3759798975743311,-1.5622307138161675,0.0947931671681868,Glenallachie,0
42,0.7187750824884532,3.8323234000923194,1.5828342737111243,Glendronach,3
43,-1.113875577986863,1.3942217439849005,-0.32566853950723595,Glendullan,3
44,-1.9089899984518495,1.7449980117136181,0.7169008333646631,Glenfarclas,3
45,-1.0687676095319725,-2.7743029701652038,0.5966125091293,Glenfiddich,0
46,-2.0232991870004087,-0.5522108588746779,-0.409453165297958,Glengoyne,0
47,-0.8691880812874234,-1.5745220118182115,-1.4703553541082246,Glenkinchie,0
48,-1.8197308254603881,0.800689197431356,-0.28310809054447433,Glenlivet,3
49,-0.9535229475344059,-1.2084989405605753,-1.2562005976805453,Glenlossie,0
50,0.09019173999071653,-0.7093810393941772,-0.5599358482339678,Glenmorangie,2
51,-0.3183057873054764,0.5423020583634411,1.4163219986840865,Glenrothes,3
52,-1.1591528070323425,1.1658383501906913,0.8131061705826773,Glenturret,3
53,1.2645740512693853,0.3305803971412624,0.3000070021857625,Highland Park,2
54,-0.7854494368797802,-0.9901119328196333,-0.1342951116622813,Inchgower,0
55,2.1520087610263183,-0.9443773773075285,0.1622471500419069,Isle of Jura,2
56,-1.1055444147887272,0.45541240025790747,0.4279037931013225,Knochando,3
57,6.509299090662051,0.6344281159208942,0.39262726301886475,Lagavulin,1
58,6.461296732853374,-0.5113718154017006,2.012396915606354,Laphroig,1
59,-1.0884518527306337,-0.3306147692817618,0.446792490895999,Linkwood,0
60,0.1415304641497567,-1.803689706991392,-0.6804146472064921,Loch Lomond,0
61,-1.3576046166072713,0.9416395886744194,-0.4148780689721345,Longmorn,3
62,-0.9187701123685829,3.65265453328783,1.5132432017895883,Macallan,3
63,-0.17856451375919014,-0.3581653739138514,-0.11821574244288834,Mannochmore,2
64,-0.9306693508020283,-1.5364367161560872,2.763647544077604,Miltonduff,0
65,0.06280263851195692,2.686209328187088,-0.438620083269457,Mortlach,3
66,1.9544840651588993,-0.42714119020854247,-0.6115514247925402,Oban,2
67,0.5429202910824317,0.5850137058355063,-0.6490843383966368,OldFettercairn,2
68,2.2889462904115967,-0.6965532796067081,-1.0354344396762496,OldPulteney,2
69,0.7172282393860976,-0.34109124385535594,-1.404510236545722,RoyalBrackla,2
70,-0.16104112445956112,2.457935311555773,-0.6850636831599658,RoyalLochnagar,3
71,-0.645835840782481,0.3688632272112595,-0.005054514463160847,Scapa,3
72,-1.3014915318928397,-1.1105533473685867,1.164860515881133,Speyburn,0
73,-0.9176359555885155,-0.4000168209580707,0.7782746054535234,Speyside,0
74,1.8400861991596469,0.28398172604546207,0.917025663053291,Springbank,2
75,-1.845511617228677,2.253499987465112,-1.166770989080898,Strathisla,3
76,-0.78198424989807,-0.9602394580547605,-0.4197477003192284,Strathmill,0
77,3.4847151675394326,1.184311452630531,-1.6005337217593996,Talisker,1
78,-1.443341746941048,-0.7796310679622833,0.4731311009248124,Tamdhu,0
79,-0.665612897612432,-1.710725287101286,-0.46970873625217296,Tamnavulin,0
80,1.4093401670572305,-2.0975535455734806,-0.7191364094418786,Teaninich,2
81,-0.7422831287630152,-1.867255370692298,-0.44735351888258607,Tobermory,0
82,0.2664002607973274,0.3679415493835175,1.0141243496955767,Tomatin,2
83,-1.6526087452052165,-0.8397801980455613,0.12356326561859969,Tomintoul,0
84,0.888804305550941,-0.7136449841660449,2.996897031804788,Tormore,2
85,0.09524971230109834,-0.7359402311555192,0.11792942823875313,Tullibardine,2
